motif_id,n_biomes_assigned,z_true,z_threshold_95,keep_in_filtered
m61a3,3,-0.5033518038179776,2.828476905822754,True
m57d4,2,0.9907799901650586,2.828476905822754,True
m61a1,3,-1.6218639017278504,2.828476905822754,True
m61a,3,-1.6432461070773192,2.828476905822754,True
m62e,1,1.3113222186426614,2.828476905822754,True
m67,2,-0.24041155367486963,2.828476905822754,True
m56b,2,1.5942972001723184,2.828476905822754,True
m76,3,1.6123253090225171,2.828476905822754,True
m62d,1,1.4083131496055037,2.828476905822754,True
m62f,3,1.5096106044232898,2.828476905822754,True
m6,3,1.8488296928896915,2.828476905822754,True
m56d,3,1.5141640760687176,2.828476905822754,True
m89a,3,2.342725031697589,2.828476905822754,True
m5a,2,1.1513594661037714,2.828476905822754,True
m74ab,3,-0.7202487519772399,2.828476905822754,True
m8b,3,1.3184134391008013,2.828476905822754,True
m82a,1,-1.3379679301002856,2.828476905822754,True
m75a,3,0.013641225723004514,2.828476905822754,True
m84d,3,0.18607222694110026,2.828476905822754,True
m9a,2,1.627923733999603,2.828476905822754,True
m7,3,1.3577967230828054,2.828476905822754,True
m88,2,-0.42497800204294983,2.828476905822754,True
m8c,3,1.819361718982687,2.828476905822754,True
m75b3,3,1.242528786501881,2.828476905822754,True
m96,3,1.6698099313318195,2.828476905822754,True
m7a,3,0.9910510974442054,2.828476905822754,True
m92,2,-1.7355328317210827,2.828476905822754,True
m81a,2,-1.3319287402079287,2.828476905822754,True
n26,2,-0.3264834963171799,2.828476905822754,True
n25,2,-0.4706098562954374,2.828476905822754,True
m99a1,3,0.5697611383940601,2.828476905822754,True
m90c,3,-0.11946900385625468,2.828476905822754,True
m9,3,0.3077847755180407,2.828476905822754,True
m8d,3,1.2442413316103667,2.828476905822754,True
