tradition_oid,group_Berezkin,lat,lon,biome_wwf,ecoregion,bbox_half_deg_used,total_available_in_final_bbox,n_sampled
435.0,"Chokwe,Luchazi",-12.0,22.0,Flooded Grasslands & Savannas,Zambezian flooded grasslands,1.0,56,50
436.0,"Luiseno, Juaneno",34.0,-116.0,Deserts & Xeric Shrublands,Mojave desert,0.5,278466,50
437.0,Lunda,-10.0,23.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Central Zambezian wet miombo woodlands,2.0,1095,50
438.0,"Luri, Bakhtiari",33.0,48.5,Temperate Broadleaf & Mixed Forests,Zagros Mountains forest steppe,0.5,218,50
439.0,Lushootseed,47.599998474121094,-123.30000305175781,Temperate Conifer Forests,Central Pacific Northwest coastal forests,0.5,93399,50
440.0,Maba,14.0,21.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Sahelian Acacia savanna,1.0,95,50
441.0,Macedonians,41.70000076293945,22.0,Temperate Broadleaf & Mixed Forests,Balkan mixed forests,0.5,2422,50
442.0,Machiguenga,-11.5,-72.9000015258789,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests,0.5,271,50
443.0,Mackenzie Delta Eskimo,69.5,-135.0,Tundra,Canadian Low Arctic tundra,0.5,114,50
444.0,Macu,-1.0,-68.0,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests,1.0,83,50
445.0,Makuxi,4.5,-59.599998474121094,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,0.5,576,50
446.0,Mai Huna (Coto),-1.0,-74.0,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests,1.0,216,50
447.0,Maidu,39.0,-121.5,"Temperate Grasslands, Savannas & Shrublands",California Central Valley grasslands,0.5,384099,50
448.0,"Makaa, Kaka",4.0,14.0,Tropical & Subtropical Moist Broadleaf Forests,Northwest Congolian lowland forests,1.0,100,50
449.0,Makiritare,5.5,-65.0,Tropical & Subtropical Moist Broadleaf Forests,Guianan Highlands moist forests,2.0,127,50
450.0,Makka,-23.5,-59.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Humid Chaco,0.5,130,50
451.0,Malagasy,-19.414989471435547,46.0771484375,Tropical & Subtropical Dry Broadleaf Forests,Madagascar dry deciduous forests,0.5,88,50
452.0,"Malawi,Wenda,Tumbuka,Nsenga",-15.0,34.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Dry miombo woodlands,1.0,9541,50
453.0,Muslim Malay,2.299999952316284,103.30000305175781,Tropical & Subtropical Moist Broadleaf Forests,Peninsular Malaysian rain forests,0.5,2723,50
454.0,Malayali; Kannikaran,9.0,77.0,Tropical & Subtropical Moist Broadleaf Forests,South Western Ghats moist deciduous forests,0.5,29954,50
455.0,"Maliseet,Passamaquoddy",46.5,-67.5,Temperate Broadleaf & Mixed Forests,New England-Acadian forests,0.5,8243,50
456.0,Maltese,36.0,14.199999809265137,"Mediterranean Forests, Woodlands & Scrub",Tyrrhenian-Adriatic sclerophyllous and mixed forests,0.5,21680,50
457.0,"Mam, Ixil",15.5,-92.5,Tropical & Subtropical Coniferous Forests,Central American pine-oak forests,0.5,14779,50
458.0,"Katawishi,Manao etc.",-3.0,-62.0,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests,1.0,697,50
459.0,Manchu,45.5,127.0,Temperate Broadleaf & Mixed Forests,Northeast China Plain deciduous forests,0.5,1057,50
460.0,Mandan,46.5,-101.5,"Temperate Grasslands, Savannas & Shrublands",Northern Shortgrass prairie,0.5,784,50
461.0,"Manden,Bamana,Malinke,Diula",13.0,-8.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",West Sudanian savanna,0.5,667,50
462.0,"Manjak,Balant,Papel,Felupe,Diola",12.5,-16.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guinean forest-savanna,0.5,396,50
463.0,Mangareva,-23.0,-135.0,Tropical & Subtropical Moist Broadleaf Forests,Tuamotu tropical moist forests,0.5,77,50
464.0,"Mangbetu,Lugbara,Madi",3.0,29.0,Tropical & Subtropical Moist Broadleaf Forests,Northeast Congolian lowland forests,0.5,52,50
465.0,Mansi,62.7193489074707,63.648441314697266,Boreal Forests/Taiga,West Siberian taiga,0.5,622,50
466.0,"Maori,Moriori",-40.0,175.0,Temperate Broadleaf & Mixed Forests,New Zealand North Island temperate forests,0.5,40050,50
467.0,Mapuche,-39.0,-72.5,"Mediterranean Forests, Woodlands & Scrub",Chilean Matorral,0.5,11359,50
468.0,Marathi,20.0,75.0,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests,0.5,1541,50
469.0,Mari,57.0,48.0,Temperate Broadleaf & Mixed Forests,Sarmatic mixed forests,0.5,3872,50
470.0,"Muria,Maria,Pardhan",18.5,81.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests,0.5,153,50
471.0,Maritime Koryak (Alyutor),60.0,165.0,Tundra,Russian Bering tundra,2.0,639,50
472.0,Marquesas,-9.0,-140.0,Tropical & Subtropical Moist Broadleaf Forests,Marquesas tropical moist forests,0.5,947,50
473.0,Marshal Islands,9.0,168.0,Tropical & Subtropical Moist Broadleaf Forests,Eastern Micronesia tropical moist forests,0.5,11249,50
474.0,Marubo,-6.0,-72.5,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests,2.0,14161,50
475.0,Masai,-5.0,37.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Southern Acacia-Commiphora bushlands and thickets,1.0,4934,50
476.0,Mataco,-23.299999237060547,-63.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Dry Chaco,1.0,1150,50
477.0,Mawe,-3.5,-57.0,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests,1.0,691,50
478.0,Maxakali,-18.0,-42.0,Tropical & Subtropical Moist Broadleaf Forests,Bahia interior forests,0.5,532,50
479.0,"Yaqui,Mayo,Sinaloa",26.5,-109.0,Tropical & Subtropical Dry Broadleaf Forests,Sonoran-Sinaloan subtropical dry forest,0.5,7381,50
480.0,"Mbundu, Owambo",-13.5,17.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Angolan wet miombo woodlands,1.0,86,50
481.0,"Waura,Mehinaku",-13.0,-54.0,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests,1.0,1489,50
482.0,"Mehri,Jibbali,Harsusi",17.0,52.20000076293945,Deserts & Xeric Shrublands,South Arabian plains and plateau desert,2.0,3329,50
483.0,"N.Britain,N.Ireland",-2.0,147.0,Tropical & Subtropical Moist Broadleaf Forests,Admiralty Islands lowland rain forests,0.5,107,50
484.0,Central Solomons,-8.0,157.0,Tropical & Subtropical Moist Broadleaf Forests,Solomon Islands rain forests,0.5,1519,50
485.0,"Buka, Bougenville",-6.0,155.0,Tropical & Subtropical Moist Broadleaf Forests,Solomon Islands rain forests,0.5,201,50
486.0,Admiralty islands,-5.0,152.0,Tropical & Subtropical Moist Broadleaf Forests,New Britain-New Ireland lowland rain forests,1.0,701,50
487.0,SE New Guinea Melanesians,-10.0,148.0,Tropical & Subtropical Moist Broadleaf Forests,Southeast Papuan rain forests,1.0,2698,50
488.0,Massim district,-10.199999809265137,150.39999389648438,Tropical & Subtropical Moist Broadleaf Forests,Southeast Papuan rain forests,0.5,1624,50
489.0,North New Guinea Melanesians,-6.0,146.0,Tropical & Subtropical Moist Broadleaf Forests,Huon Peninsula montane rain forests,0.5,277,50
490.0,"Mende,Bandi,Loma",8.0,-12.0,Tropical & Subtropical Moist Broadleaf Forests,Western Guinean lowland forests,0.5,226,50
491.0,Menomini,45.5,-88.5,Temperate Broadleaf & Mixed Forests,Western Great Lakes forests,0.5,9406,50
492.0,Mentawai,-2.5,99.5,Tropical & Subtropical Moist Broadleaf Forests,Mentawai Islands rain forests,0.5,128,50
493.0,"Meo,Dao,Man (Vietnam,Laos)",19.0,103.0,Tropical & Subtropical Moist Broadleaf Forests,Luang Prabang montane rain forests,0.5,131,50
494.0,"Meriri, Pulo Anna",5.300000190734863,132.1999969482422,Tropical & Subtropical Moist Broadleaf Forests,Palau tropical moist forests,2.0,81,50
495.0,Mescalero Apache,32.79999923706055,-105.0,"Temperate Grasslands, Savannas & Shrublands",Western shortgrass prairie,0.5,5049,50
496.0,Soconuzco Mestizos; Cotzumalguapa,14.70199966430664,-92.3450698852539,Tropical & Subtropical Dry Broadleaf Forests,Central American dry forests,0.5,13560,50
497.0,"Miami, Illini",40.0,-87.5,"Temperate Grasslands, Savannas & Shrublands",Central US forest-grasslands transition,0.5,34798,50
498.0,"Miao,Yao (South China)",25.0,109.0,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,0.5,113,50
499.0,Micmac,45.3243293762207,-63.263671875,Temperate Broadleaf & Mixed Forests,New England-Acadian forests,0.5,33267,50
500.0,Mikir,26.299999237060547,93.0,Tropical & Subtropical Moist Broadleaf Forests,Meghalaya subtropical forests,0.5,7004,50
501.0,Minahasa,0.3628399968147278,123.28610229492188,Tropical & Subtropical Moist Broadleaf Forests,Sulawesi lowland rain forests,0.5,916,50
502.0,Minangkabau,-2.0,101.5,Tropical & Subtropical Moist Broadleaf Forests,Sumatran montane rain forests,0.5,2775,50
503.0,Mindanao,8.0,125.0,Tropical & Subtropical Moist Broadleaf Forests,Mindanao-Eastern Visayas rain forests,0.5,3141,50
504.0,"Mingrelians, Laz",42.29999923706055,42.29999923706055,Temperate Broadleaf & Mixed Forests,Euxine-Colchic broadleaf forests,0.5,3887,50
505.0,"Mixtec,Trique",16.700000762939453,-98.0,Tropical & Subtropical Dry Broadleaf Forests,Southern Pacific dry forests,0.5,10216,50
506.0,Mocovi,-27.5,-62.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Dry Chaco,0.5,174,50
507.0,Mahican,42.5,-73.5,Temperate Broadleaf & Mixed Forests,New England-Acadian forests,0.5,170874,50
508.0,"Mojo,Manasi,etc.",-16.0,-64.0,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests,0.5,213,50
509.0,Mon,16.5,96.5,Mangroves,Myanmar Coast mangroves,0.5,3143,50
510.0,"Mongo,Tetela,Kuba,Nkundu",-2.0,22.0,Tropical & Subtropical Moist Broadleaf Forests,Central Congolian lowland forests,2.0,1374,50
511.0,Mongols (Khalkha),45.62102127075195,108.33979797363281,Deserts & Xeric Shrublands,Eastern Gobi desert steppe,0.5,109,50
512.0,Mongols (Inner Mongolia),40.0,108.0,Montane Grasslands & Shrublands,Ordos Plateau steppe,1.0,281,50
513.0,"Monguor,Shirongol",37.20000076293945,100.19999694824219,Montane Grasslands & Shrublands,Central Tibetan Plateau alpine steppe,0.5,671,50
514.0,Monache,36.79999923706055,-119.0,Temperate Conifer Forests,Sierra Nevada forests,0.5,70094,50
515.0,Montagnais,51.0,-67.0,Boreal Forests/Taiga,Eastern Canadian forests,1.0,1904,50
516.0,Mordvins,53.0,45.0,Temperate Broadleaf & Mixed Forests,East European forest steppe,0.5,119296,50
517.0,Morocco Arabs,33.141971588134766,-7.549560070037842,"Mediterranean Forests, Woodlands & Scrub",Mediterranean woodlands and forests,0.5,4118,50
518.0,"Moseten,Chimane",-15.5,-67.5,Tropical & Subtropical Moist Broadleaf Forests,Bolivian Yungas,0.5,684,50
519.0,Muisca,5.300000190734863,-73.5,Tropical & Subtropical Moist Broadleaf Forests,Magdalena Valley montane forests,0.5,21874,50
520.0,Mundurucu,-11.0,-58.0,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests,1.0,276,50
521.0,Mura,-5.0,-60.0,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests,1.0,153,50
522.0,"Murle, Me'en, Didinga",11.0,35.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",East Sudanian savanna,2.0,368,50
523.0,Mustang,28.5,84.0,Temperate Conifer Forests,Eastern Himalayan subalpine conifer forests,0.5,8942,50
524.0,Puebla & Huasteca Nahua,19.0,-98.0,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,0.5,58288,50
525.0,Nambikwara,-14.0,-59.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Cerrado,1.0,97,50
526.0,"Namuzi, Naxi; Pumi",27.0,102.0,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,0.5,153,50
527.0,Nanai,47.400001525878906,135.0,Flooded Grasslands & Savannas,Amur meadow steppe,1.0,1487,50
528.0,"Napo,Kanelo",-2.0,-76.0,Tropical & Subtropical Moist Broadleaf Forests,Napo moist forests,0.5,115,50
529.0,Naskapi,56.5,-70.0,Boreal Forests/Taiga,Eastern Canadian Shield taiga,2.0,820,50
530.0,Natchez,31.399999618530273,-91.4000015258789,"Temperate Grasslands, Savannas & Shrublands",Southeast US conifer savannas,0.5,20414,50
531.0,Navajo,36.0,-108.0,Deserts & Xeric Shrublands,Colorado Plateau shrublands,0.5,2304,50
532.0,"Tonga, Ndebele",-23.0,32.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Zambezian mopane woodlands,0.5,1717,50
533.0,Tibetans: Amdo,35.28575134277344,97.12109375,Montane Grasslands & Shrublands,Tibetan Plateau alpine shrublands and meadows,1.0,148,50
534.0,Negidals,52.5,138.0,Boreal Forests/Taiga,Okhotsk-Manchurian taiga,2.0,1408,50
535.0,Luzon Negritos,14.0,123.0,Tropical & Subtropical Moist Broadleaf Forests,Luzon rain forests,0.5,3713,50
536.0,Nepali; Tharu,28.0,83.0,Tropical & Subtropical Moist Broadleaf Forests,Himalayan subtropical broadleaf forests,0.5,812,50
537.0,Netsilik,68.5,-97.0,Tundra,Canadian Middle Arctic Tundra,2.0,206,50
538.0,Nez Perce,46.0,-117.0,Temperate Conifer Forests,Blue Mountains forests,0.5,12794,50
539.0,Nganasan,72.0,94.0,Tundra,Taimyr-Central Siberian tundra,5.0,11969,50
540.0,"Mbum,Mundang",9.5,14.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",East Sudanian savanna,1.0,282,50
541.0,Nicobar,7.03000020980835,93.80000305175781,Tropical & Subtropical Moist Broadleaf Forests,Nicobar Islands rain forests,0.5,313,50
542.0,Niue,-19.0,-169.8000030517578,Tropical & Subtropical Moist Broadleaf Forests,Tongan tropical moist forests,0.5,1199,50
543.0,Nivakle,-23.0,-60.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Dry Chaco,1.0,2083,50
544.0,Nivkh,53.0,141.5,Boreal Forests/Taiga,Okhotsk-Manchurian taiga,0.5,132,50
545.0,Nogai,45.27833938598633,44.37403106689453,"Temperate Grasslands, Savannas & Shrublands",Pontic steppe,0.5,1237,50
546.0,"Nootka,Makah",49.0,-125.5,Temperate Conifer Forests,Central Pacific Northwest coastal forests,0.5,111066,50
547.0,North Alaskan Inupiat,68.7768325805664,-160.64840698242188,Tundra,Brooks-British Range tundra,2.0,654,50
549.0,Tehuelche,-47.0,-69.0,"Temperate Grasslands, Savannas & Shrublands",Patagonian steppe,1.0,97,50
550.0,Cook Islands northern,-10.399999618530273,-161.0,Tropical & Subtropical Moist Broadleaf Forests,Central Polynesian tropical moist forests,0.5,238,50
551.0,NorthernFoothillsYokuts,36.79999923706055,-119.5,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,0.5,42760,50
552.0,Northern Gur (Oti-Volta),13.0,-0.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",West Sudanian savanna,1.0,2765,50
553.0,Northern Khanty,64.95187377929688,64.6484375,Boreal Forests/Taiga,West Siberian taiga,0.5,212,50
554.0,Northern Luzon,17.0,121.0,Tropical & Subtropical Coniferous Forests,Luzon tropical pine forests,0.5,1998,50
555.0,Northern Naga (Konyak etc.),27.0,95.5,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests,0.5,7788,50
556.0,Northern Ojibwa,53.0,-90.0,Boreal Forests/Taiga,Midwest Canadian Shield forests,0.5,274,50
557.0,Northern Paiute,42.0,-119.0,Deserts & Xeric Shrublands,Snake-Columbia shrub steppe,0.5,4025,50
558.0,Northern Peru: Costa,-7.0,-79.80000305175781,Deserts & Xeric Shrublands,Sechura desert,0.5,3566,50
559.0,Northern Peru: Sierra,-8.652090072631836,-77.71748352050781,Montane Grasslands & Shrublands,Central Andean wet puna,0.5,975,50
560.0,Northern Ryukyu; Awami Islands,30.0,130.0,Tropical & Subtropical Moist Broadleaf Forests,Nansei Islands subtropical evergreen forests,0.5,491,50
561.0,Northern Saulteaux,52.5,-95.0,Boreal Forests/Taiga,Midwest Canadian Shield forests,0.5,84,50
562.0,Northern Sel'kup,64.69999694824219,82.0,Boreal Forests/Taiga,West Siberian taiga,0.5,93,50
563.0,Northern Shoshone,44.0,-114.0,"Temperate Grasslands, Savannas & Shrublands",Montana Valley and Foothill grasslands,0.5,7617,50
564.0,"Atayal,Sedeq,Saisiyat",24.399999618530273,121.4000015258789,Tropical & Subtropical Moist Broadleaf Forests,Taiwan subtropical evergreen forests,0.5,484232,50
